parcel_id,source,country,area_ha,date,scene_id,pixels,tile_cloud,blind,blind_wide,error
ftw-austria-001,fields-of-the-world,austria,0.3212,2024-02-17,S2A_33UUP_20240217_0_L2A,8,97.212166,1.0,1.0,
ftw-austria-001,fields-of-the-world,austria,0.3212,2024-04-02,S2B_33UUP_20240402_0_L2A,8,80.784494,1.0,1.0,
ftw-austria-001,fields-of-the-world,austria,0.3212,2024-05-19,S2B_33UUP_20240519_0_L2A,8,37.945944,0.0,0.0,
ftw-austria-001,fields-of-the-world,austria,0.3212,2024-07-03,S2A_33UUP_20240703_0_L2A,8,86.675429,1.0,1.0,
ftw-austria-001,fields-of-the-world,austria,0.3212,2024-08-20,S2B_33UUP_20240820_0_L2A,8,78.610474,0.0,0.0,
ftw-austria-001,fields-of-the-world,austria,0.3212,2024-10-09,S2B_33UUP_20241009_0_L2A,8,0.034041,0.0,0.0,
ftw-austria-001,fields-of-the-world,austria,0.3212,2024-11-23,S2A_33UUP_20241123_0_L2A,8,59.160525,0.0,0.0,
ftw-austria-002,fields-of-the-world,austria,0.3556,2023-01-03,S2A_33UUP_20230103_0_L2A,8,99.997813,1.0,1.0,
ftw-austria-002,fields-of-the-world,austria,0.3556,2023-02-14,S2B_33UUP_20230214_0_L2A,8,44.695643,1.0,1.0,
ftw-austria-002,fields-of-the-world,austria,0.3556,2023-03-31,S2A_33UUP_20230331_0_L2A,8,99.397987,1.0,1.0,
ftw-austria-002,fields-of-the-world,austria,0.3556,2023-05-15,S2B_33UUP_20230515_0_L2A,8,99.544746,1.0,1.0,
ftw-austria-002,fields-of-the-world,austria,0.3556,2023-06-29,S2A_33UUP_20230629_0_L2A,8,1.448163,0.0,0.0,
ftw-austria-002,fields-of-the-world,austria,0.3556,2023-08-16,S2B_33UUP_20230816_0_L2A,8,60.778624,0.0,0.0,
ftw-austria-002,fields-of-the-world,austria,0.3556,2023-09-30,S2A_33UUP_20230930_0_L2A,8,64.132899,1.0,1.0,
ftw-austria-002,fields-of-the-world,austria,0.3556,2023-11-16,S2A_33UUP_20231116_0_L2A,8,40.08624,0.0,0.0,
ftw-austria-002,fields-of-the-world,austria,0.3556,2024-01-03,S2B_33UUP_20240103_0_L2A,8,55.713665,1.0,1.0,
ftw-austria-002,fields-of-the-world,austria,0.3556,2024-02-17,S2A_33UUP_20240217_0_L2A,8,97.212166,1.0,1.0,
ftw-austria-002,fields-of-the-world,austria,0.3556,2024-04-02,S2B_33UUP_20240402_0_L2A,8,80.784494,1.0,1.0,
ftw-austria-002,fields-of-the-world,austria,0.3556,2024-05-19,S2B_33UUP_20240519_0_L2A,8,37.945944,1.0,1.0,
ftw-austria-002,fields-of-the-world,austria,0.3556,2024-07-03,S2A_33UUP_20240703_0_L2A,8,86.675429,1.0,1.0,
ftw-austria-002,fields-of-the-world,austria,0.3556,2024-08-20,S2B_33UUP_20240820_0_L2A,8,78.610474,1.0,1.0,
ftw-austria-002,fields-of-the-world,austria,0.3556,2024-10-09,S2B_33UUP_20241009_0_L2A,8,0.034041,0.0,0.0,
ftw-austria-002,fields-of-the-world,austria,0.3556,2024-11-23,S2A_33UUP_20241123_0_L2A,8,59.160525,0.0,0.0,
ftw-austria-003,fields-of-the-world,austria,0.5117,2023-01-03,S2A_33UUP_20230103_0_L2A,13,99.997813,1.0,1.0,
ftw-austria-003,fields-of-the-world,austria,0.5117,2023-02-14,S2B_33UUP_20230214_0_L2A,13,44.695643,1.0,1.0,
ftw-austria-003,fields-of-the-world,austria,0.5117,2023-03-31,S2A_33UUP_20230331_0_L2A,13,99.397987,1.0,1.0,
ftw-austria-003,fields-of-the-world,austria,0.5117,2023-05-15,S2B_33UUP_20230515_0_L2A,13,99.544746,1.0,1.0,
ftw-austria-003,fields-of-the-world,austria,0.5117,2023-06-29,S2A_33UUP_20230629_0_L2A,13,1.448163,0.0,0.0,
ftw-austria-003,fields-of-the-world,austria,0.5117,2023-08-16,S2B_33UUP_20230816_0_L2A,13,60.778624,0.0,0.0,
ftw-austria-003,fields-of-the-world,austria,0.5117,2023-09-30,S2A_33UUP_20230930_0_L2A,13,64.132899,1.0,1.0,
ftw-austria-003,fields-of-the-world,austria,0.5117,2023-11-16,S2A_33UUP_20231116_0_L2A,13,40.08624,0.0,0.0,
ftw-austria-003,fields-of-the-world,austria,0.5117,2024-01-03,S2B_33UUP_20240103_0_L2A,13,55.713665,1.0,1.0,
ftw-austria-003,fields-of-the-world,austria,0.5117,2024-02-17,S2A_33UUP_20240217_0_L2A,13,97.212166,1.0,1.0,
ftw-austria-003,fields-of-the-world,austria,0.5117,2024-04-02,S2B_33UUP_20240402_0_L2A,13,80.784494,1.0,1.0,
ftw-austria-003,fields-of-the-world,austria,0.5117,2024-05-19,S2B_33UUP_20240519_0_L2A,13,37.945944,1.0,1.0,
ftw-austria-003,fields-of-the-world,austria,0.5117,2024-07-03,S2A_33UUP_20240703_0_L2A,13,86.675429,1.0,1.0,
ftw-austria-003,fields-of-the-world,austria,0.5117,2024-08-20,S2B_33UUP_20240820_0_L2A,13,78.610474,0.3076923076923077,0.3076923076923077,
ftw-austria-003,fields-of-the-world,austria,0.5117,2024-10-09,S2B_33UUP_20241009_0_L2A,13,0.034041,0.0,0.0,
ftw-austria-003,fields-of-the-world,austria,0.5117,2024-11-23,S2A_33UUP_20241123_0_L2A,13,59.160525,0.0,0.0,
ftw-austria-004,fields-of-the-world,austria,0.6679,2023-01-03,S2A_33UUP_20230103_0_L2A,17,99.997813,1.0,1.0,
ftw-austria-004,fields-of-the-world,austria,0.6679,2023-02-14,S2B_33UUP_20230214_0_L2A,17,44.695643,1.0,1.0,
ftw-austria-004,fields-of-the-world,austria,0.6679,2023-03-31,S2A_33UUP_20230331_0_L2A,17,99.397987,1.0,1.0,
ftw-austria-004,fields-of-the-world,austria,0.6679,2023-05-15,S2B_33UUP_20230515_0_L2A,17,99.544746,1.0,1.0,
ftw-austria-004,fields-of-the-world,austria,0.6679,2023-06-29,S2A_33UUP_20230629_0_L2A,17,1.448163,0.0,0.0,
ftw-austria-004,fields-of-the-world,austria,0.6679,2023-08-16,S2B_33UUP_20230816_0_L2A,17,60.778624,0.0,0.0,
ftw-austria-004,fields-of-the-world,austria,0.6679,2023-09-30,S2A_33UUP_20230930_0_L2A,17,64.132899,1.0,1.0,
ftw-austria-004,fields-of-the-world,austria,0.6679,2023-11-16,S2A_33UUP_20231116_0_L2A,17,40.08624,0.0,0.0,
ftw-austria-004,fields-of-the-world,austria,0.6679,2024-01-03,S2B_33UUP_20240103_0_L2A,17,55.713665,1.0,1.0,
ftw-austria-004,fields-of-the-world,austria,0.6679,2024-02-17,S2A_33UUP_20240217_0_L2A,17,97.212166,1.0,1.0,
ftw-austria-004,fields-of-the-world,austria,0.6679,2024-04-02,S2B_33UUP_20240402_0_L2A,17,80.784494,1.0,1.0,
ftw-austria-004,fields-of-the-world,austria,0.6679,2024-05-19,S2B_33UUP_20240519_0_L2A,17,37.945944,1.0,1.0,
ftw-austria-004,fields-of-the-world,austria,0.6679,2024-07-03,S2A_33UUP_20240703_0_L2A,17,86.675429,1.0,1.0,
ftw-austria-004,fields-of-the-world,austria,0.6679,2024-08-20,S2B_33UUP_20240820_0_L2A,17,78.610474,0.7647058823529411,0.7647058823529411,
ftw-austria-004,fields-of-the-world,austria,0.6679,2024-10-09,S2B_33UUP_20241009_0_L2A,17,0.034041,0.0,0.0,
ftw-austria-004,fields-of-the-world,austria,0.6679,2024-11-23,S2A_33UUP_20241123_0_L2A,17,59.160525,0.0,0.0,
ftw-austria-005,fields-of-the-world,austria,0.8216,2023-01-03,S2A_33UUP_20230103_0_L2A,18,99.997813,1.0,1.0,
ftw-austria-005,fields-of-the-world,austria,0.8216,2023-02-14,S2B_33UUP_20230214_0_L2A,18,44.695643,1.0,1.0,
ftw-austria-005,fields-of-the-world,austria,0.8216,2023-03-31,S2A_33UUP_20230331_0_L2A,18,99.397987,1.0,1.0,
ftw-austria-005,fields-of-the-world,austria,0.8216,2023-05-15,S2B_33UUP_20230515_0_L2A,18,99.544746,1.0,1.0,
ftw-austria-005,fields-of-the-world,austria,0.8216,2023-06-29,S2A_33UUP_20230629_0_L2A,18,1.448163,0.0,0.0,
ftw-austria-005,fields-of-the-world,austria,0.8216,2023-08-16,S2B_33UUP_20230816_0_L2A,18,60.778624,0.05555555555555555,0.05555555555555555,
ftw-austria-005,fields-of-the-world,austria,0.8216,2023-09-30,S2A_33UUP_20230930_0_L2A,18,64.132899,0.0,0.0,
ftw-austria-005,fields-of-the-world,austria,0.8216,2023-11-16,S2A_33UUP_20231116_0_L2A,18,40.08624,1.0,1.0,
ftw-austria-005,fields-of-the-world,austria,0.8216,2024-01-03,S2B_33UUP_20240103_0_L2A,18,55.713665,1.0,1.0,
ftw-austria-005,fields-of-the-world,austria,0.8216,2024-02-17,S2A_33UUP_20240217_0_L2A,18,97.212166,1.0,1.0,
ftw-austria-005,fields-of-the-world,austria,0.8216,2024-04-02,S2B_33UUP_20240402_0_L2A,18,80.784494,0.0,0.0,
ftw-austria-005,fields-of-the-world,austria,0.8216,2024-05-19,S2B_33UUP_20240519_0_L2A,18,37.945944,1.0,1.0,
ftw-austria-005,fields-of-the-world,austria,0.8216,2024-07-03,S2A_33UUP_20240703_0_L2A,18,86.675429,1.0,1.0,
ftw-austria-005,fields-of-the-world,austria,0.8216,2024-08-20,S2B_33UUP_20240820_0_L2A,18,78.610474,1.0,1.0,
ftw-austria-005,fields-of-the-world,austria,0.8216,2024-10-09,S2B_33UUP_20241009_0_L2A,18,0.034041,0.0,0.0,
ftw-austria-005,fields-of-the-world,austria,0.8216,2024-11-23,S2A_33UUP_20241123_0_L2A,18,59.160525,0.0,0.0,
ftw-austria-006,fields-of-the-world,austria,1.1202,2023-01-03,S2A_33UUP_20230103_0_L2A,26,99.997813,1.0,1.0,
ftw-austria-006,fields-of-the-world,austria,1.1202,2023-02-14,S2B_33UUP_20230214_0_L2A,26,44.695643,1.0,1.0,
ftw-austria-006,fields-of-the-world,austria,1.1202,2023-03-31,S2A_33UUP_20230331_0_L2A,26,99.397987,1.0,1.0,
ftw-austria-006,fields-of-the-world,austria,1.1202,2023-05-15,S2B_33UUP_20230515_0_L2A,26,99.544746,1.0,1.0,
ftw-austria-006,fields-of-the-world,austria,1.1202,2023-06-29,S2A_33UUP_20230629_0_L2A,26,1.448163,0.0,0.0,
ftw-austria-006,fields-of-the-world,austria,1.1202,2023-08-16,S2B_33UUP_20230816_0_L2A,26,60.778624,0.0,0.0,
ftw-austria-006,fields-of-the-world,austria,1.1202,2023-09-30,S2A_33UUP_20230930_0_L2A,26,64.132899,0.0,0.0,
ftw-austria-006,fields-of-the-world,austria,1.1202,2023-11-16,S2A_33UUP_20231116_0_L2A,26,40.08624,1.0,1.0,
ftw-austria-006,fields-of-the-world,austria,1.1202,2024-01-03,S2B_33UUP_20240103_0_L2A,26,55.713665,1.0,1.0,
ftw-austria-006,fields-of-the-world,austria,1.1202,2024-02-17,S2A_33UUP_20240217_0_L2A,26,97.212166,1.0,1.0,
ftw-austria-006,fields-of-the-world,austria,1.1202,2024-04-02,S2B_33UUP_20240402_0_L2A,26,80.784494,0.8846153846153846,0.8846153846153846,
ftw-austria-006,fields-of-the-world,austria,1.1202,2024-05-19,S2B_33UUP_20240519_0_L2A,26,37.945944,1.0,1.0,
ftw-austria-006,fields-of-the-world,austria,1.1202,2024-07-03,S2A_33UUP_20240703_0_L2A,26,86.675429,1.0,1.0,
ftw-austria-006,fields-of-the-world,austria,1.1202,2024-08-20,S2B_33UUP_20240820_0_L2A,26,78.610474,1.0,1.0,
ftw-austria-006,fields-of-the-world,austria,1.1202,2024-10-09,S2B_33UUP_20241009_0_L2A,26,0.034041,0.0,0.0,
ftw-austria-006,fields-of-the-world,austria,1.1202,2024-11-23,S2A_33UUP_20241123_0_L2A,26,59.160525,0.0,0.0,
ftw-austria-007,fields-of-the-world,austria,1.3041,2023-01-03,S2A_33UUP_20230103_0_L2A,34,99.997813,1.0,1.0,
ftw-austria-007,fields-of-the-world,austria,1.3041,2023-02-14,S2B_33UUP_20230214_0_L2A,34,44.695643,1.0,1.0,
ftw-austria-007,fields-of-the-world,austria,1.3041,2023-03-31,S2A_33UUP_20230331_0_L2A,34,99.397987,1.0,1.0,
ftw-austria-007,fields-of-the-world,austria,1.3041,2023-05-15,S2B_33UUP_20230515_0_L2A,34,99.544746,1.0,1.0,
ftw-austria-007,fields-of-the-world,austria,1.3041,2023-06-29,S2A_33UUP_20230629_0_L2A,34,1.448163,0.0,0.0,
ftw-austria-007,fields-of-the-world,austria,1.3041,2023-08-16,S2B_33UUP_20230816_0_L2A,34,60.778624,0.0,0.0,
ftw-austria-007,fields-of-the-world,austria,1.3041,2023-09-30,S2A_33UUP_20230930_0_L2A,34,64.132899,0.0,0.0,
ftw-austria-007,fields-of-the-world,austria,1.3041,2023-11-16,S2A_33UUP_20231116_0_L2A,34,40.08624,1.0,1.0,
ftw-austria-007,fields-of-the-world,austria,1.3041,2024-01-03,S2B_33UUP_20240103_0_L2A,34,55.713665,1.0,1.0,
ftw-austria-007,fields-of-the-world,austria,1.3041,2024-02-17,S2A_33UUP_20240217_0_L2A,34,97.212166,1.0,1.0,
ftw-austria-007,fields-of-the-world,austria,1.3041,2024-04-02,S2B_33UUP_20240402_0_L2A,34,80.784494,1.0,1.0,
ftw-austria-007,fields-of-the-world,austria,1.3041,2024-05-19,S2B_33UUP_20240519_0_L2A,34,37.945944,1.0,1.0,
ftw-austria-007,fields-of-the-world,austria,1.3041,2024-07-03,S2A_33UUP_20240703_0_L2A,34,86.675429,1.0,1.0,
ftw-austria-007,fields-of-the-world,austria,1.3041,2024-08-20,S2B_33UUP_20240820_0_L2A,34,78.610474,1.0,1.0,
ftw-austria-007,fields-of-the-world,austria,1.3041,2024-10-09,S2B_33UUP_20241009_0_L2A,34,0.034041,0.0,0.0,
ftw-austria-007,fields-of-the-world,austria,1.3041,2024-11-23,S2A_33UUP_20241123_0_L2A,34,59.160525,0.0,0.0,
ftw-austria-008,fields-of-the-world,austria,1.7455,2023-01-03,S2A_33UUP_20230103_0_L2A,47,99.997813,1.0,1.0,
ftw-austria-008,fields-of-the-world,austria,1.7455,2023-02-14,S2B_33UUP_20230214_0_L2A,47,44.695643,1.0,1.0,
ftw-austria-008,fields-of-the-world,austria,1.7455,2023-03-31,S2A_33UUP_20230331_0_L2A,47,99.397987,1.0,1.0,
ftw-austria-008,fields-of-the-world,austria,1.7455,2023-05-15,S2B_33UUP_20230515_0_L2A,47,99.544746,1.0,1.0,
ftw-austria-008,fields-of-the-world,austria,1.7455,2023-06-29,S2A_33UUP_20230629_0_L2A,47,1.448163,0.0,0.0,
ftw-austria-008,fields-of-the-world,austria,1.7455,2023-08-16,S2B_33UUP_20230816_0_L2A,47,60.778624,0.0,0.0,
ftw-austria-008,fields-of-the-world,austria,1.7455,2023-09-30,S2A_33UUP_20230930_0_L2A,47,64.132899,1.0,1.0,
ftw-austria-008,fields-of-the-world,austria,1.7455,2023-11-16,S2A_33UUP_20231116_0_L2A,47,40.08624,0.0,0.0,
ftw-austria-008,fields-of-the-world,austria,1.7455,2024-01-03,S2B_33UUP_20240103_0_L2A,47,55.713665,1.0,1.0,
ftw-austria-008,fields-of-the-world,austria,1.7455,2024-02-17,S2A_33UUP_20240217_0_L2A,47,97.212166,1.0,1.0,
ftw-austria-008,fields-of-the-world,austria,1.7455,2024-04-02,S2B_33UUP_20240402_0_L2A,47,80.784494,1.0,1.0,
ftw-austria-008,fields-of-the-world,austria,1.7455,2024-05-19,S2B_33UUP_20240519_0_L2A,47,37.945944,0.0,0.0,
ftw-austria-008,fields-of-the-world,austria,1.7455,2024-07-03,S2A_33UUP_20240703_0_L2A,47,86.675429,1.0,1.0,
ftw-austria-008,fields-of-the-world,austria,1.7455,2024-08-20,S2B_33UUP_20240820_0_L2A,47,78.610474,0.0,0.0,
ftw-austria-008,fields-of-the-world,austria,1.7455,2024-10-09,S2B_33UUP_20241009_0_L2A,47,0.034041,0.0,0.0,
ftw-austria-008,fields-of-the-world,austria,1.7455,2024-11-23,S2A_33UUP_20241123_0_L2A,47,59.160525,0.0,0.0,
ftw-austria-009,fields-of-the-world,austria,2.0636,2023-01-03,S2A_33UUP_20230103_0_L2A,53,99.997813,1.0,1.0,
ftw-austria-009,fields-of-the-world,austria,2.0636,2023-02-14,S2B_33UUP_20230214_0_L2A,53,44.695643,1.0,1.0,
ftw-austria-009,fields-of-the-world,austria,2.0636,2023-03-31,S2A_33UUP_20230331_0_L2A,53,99.397987,1.0,1.0,
ftw-austria-009,fields-of-the-world,austria,2.0636,2023-05-15,S2B_33UUP_20230515_0_L2A,53,99.544746,1.0,1.0,
ftw-austria-009,fields-of-the-world,austria,2.0636,2023-06-29,S2A_33UUP_20230629_0_L2A,53,1.448163,0.0,0.0,
ftw-austria-009,fields-of-the-world,austria,2.0636,2023-08-16,S2B_33UUP_20230816_0_L2A,53,60.778624,0.2641509433962264,0.2641509433962264,
ftw-austria-009,fields-of-the-world,austria,2.0636,2023-09-30,S2A_33UUP_20230930_0_L2A,53,64.132899,0.0,0.0,
ftw-austria-009,fields-of-the-world,austria,2.0636,2023-11-16,S2A_33UUP_20231116_0_L2A,53,40.08624,1.0,1.0,
ftw-austria-009,fields-of-the-world,austria,2.0636,2024-01-03,S2B_33UUP_20240103_0_L2A,53,55.713665,0.22641509433962265,0.22641509433962265,
ftw-austria-009,fields-of-the-world,austria,2.0636,2024-02-17,S2A_33UUP_20240217_0_L2A,53,97.212166,1.0,1.0,
ftw-austria-009,fields-of-the-world,austria,2.0636,2024-04-02,S2B_33UUP_20240402_0_L2A,53,80.784494,0.0,0.0,
ftw-austria-009,fields-of-the-world,austria,2.0636,2024-05-19,S2B_33UUP_20240519_0_L2A,53,37.945944,1.0,1.0,
ftw-austria-009,fields-of-the-world,austria,2.0636,2024-07-03,S2A_33UUP_20240703_0_L2A,53,86.675429,1.0,1.0,
ftw-austria-009,fields-of-the-world,austria,2.0636,2024-08-20,S2B_33UUP_20240820_0_L2A,53,78.610474,1.0,1.0,
ftw-austria-009,fields-of-the-world,austria,2.0636,2024-10-09,S2B_33UUP_20241009_0_L2A,53,0.034041,0.0,0.0,
ftw-austria-009,fields-of-the-world,austria,2.0636,2024-11-23,S2A_33UUP_20241123_0_L2A,53,59.160525,0.0,0.0,
ftw-austria-010,fields-of-the-world,austria,2.4644,2023-01-03,S2A_33UUP_20230103_0_L2A,63,99.997813,1.0,1.0,
ftw-austria-010,fields-of-the-world,austria,2.4644,2023-02-14,S2B_33UUP_20230214_0_L2A,63,44.695643,1.0,1.0,
ftw-austria-010,fields-of-the-world,austria,2.4644,2023-03-31,S2A_33UUP_20230331_0_L2A,63,99.397987,1.0,1.0,
ftw-austria-010,fields-of-the-world,austria,2.4644,2023-05-15,S2B_33UUP_20230515_0_L2A,63,99.544746,1.0,1.0,
ftw-austria-010,fields-of-the-world,austria,2.4644,2023-06-29,S2A_33UUP_20230629_0_L2A,63,1.448163,0.0,0.0,
ftw-austria-010,fields-of-the-world,austria,2.4644,2023-08-16,S2B_33UUP_20230816_0_L2A,63,60.778624,0.0,0.0,
ftw-austria-010,fields-of-the-world,austria,2.4644,2023-09-30,S2A_33UUP_20230930_0_L2A,63,64.132899,1.0,1.0,
ftw-austria-010,fields-of-the-world,austria,2.4644,2023-11-16,S2A_33UUP_20231116_0_L2A,63,40.08624,0.0,0.0,
ftw-austria-010,fields-of-the-world,austria,2.4644,2024-01-03,S2B_33UUP_20240103_0_L2A,63,55.713665,1.0,1.0,
ftw-austria-010,fields-of-the-world,austria,2.4644,2024-02-17,S2A_33UUP_20240217_0_L2A,63,97.212166,1.0,1.0,
ftw-austria-010,fields-of-the-world,austria,2.4644,2024-04-02,S2B_33UUP_20240402_0_L2A,63,80.784494,1.0,1.0,
ftw-austria-010,fields-of-the-world,austria,2.4644,2024-05-19,S2B_33UUP_20240519_0_L2A,63,37.945944,0.0,0.0,
ftw-austria-010,fields-of-the-world,austria,2.4644,2024-07-03,S2A_33UUP_20240703_0_L2A,63,86.675429,1.0,1.0,
ftw-austria-010,fields-of-the-world,austria,2.4644,2024-08-20,S2B_33UUP_20240820_0_L2A,63,78.610474,0.0,0.0,
ftw-austria-010,fields-of-the-world,austria,2.4644,2024-10-09,S2B_33UUP_20241009_0_L2A,63,0.034041,0.0,0.0,
ftw-austria-010,fields-of-the-world,austria,2.4644,2024-11-23,S2A_33UUP_20241123_0_L2A,63,59.160525,0.0,0.0,
ftw-austria-011,fields-of-the-world,austria,3.4956,2023-01-03,S2A_33UUP_20230103_0_L2A,86,99.997813,1.0,1.0,
ftw-austria-011,fields-of-the-world,austria,3.4956,2023-02-14,S2B_33UUP_20230214_0_L2A,86,44.695643,1.0,1.0,
ftw-austria-011,fields-of-the-world,austria,3.4956,2023-03-31,S2A_33UUP_20230331_0_L2A,86,99.397987,1.0,1.0,
ftw-austria-011,fields-of-the-world,austria,3.4956,2023-05-15,S2B_33UUP_20230515_0_L2A,86,99.544746,1.0,1.0,
ftw-austria-011,fields-of-the-world,austria,3.4956,2023-06-29,S2A_33UUP_20230629_0_L2A,86,1.448163,0.0,0.0,
ftw-austria-011,fields-of-the-world,austria,3.4956,2023-08-16,S2B_33UUP_20230816_0_L2A,86,60.778624,0.0,0.0,
ftw-austria-011,fields-of-the-world,austria,3.4956,2023-09-30,S2A_33UUP_20230930_0_L2A,86,64.132899,1.0,1.0,
ftw-austria-011,fields-of-the-world,austria,3.4956,2023-11-16,S2A_33UUP_20231116_0_L2A,86,40.08624,0.10465116279069768,0.10465116279069768,
ftw-austria-011,fields-of-the-world,austria,3.4956,2024-01-03,S2B_33UUP_20240103_0_L2A,86,55.713665,1.0,1.0,
ftw-austria-011,fields-of-the-world,austria,3.4956,2024-02-17,S2A_33UUP_20240217_0_L2A,86,97.212166,1.0,1.0,
ftw-austria-011,fields-of-the-world,austria,3.4956,2024-04-02,S2B_33UUP_20240402_0_L2A,86,80.784494,1.0,1.0,
ftw-austria-011,fields-of-the-world,austria,3.4956,2024-05-19,S2B_33UUP_20240519_0_L2A,86,37.945944,1.0,1.0,
ftw-austria-011,fields-of-the-world,austria,3.4956,2024-07-03,S2A_33UUP_20240703_0_L2A,86,86.675429,1.0,1.0,
ftw-austria-011,fields-of-the-world,austria,3.4956,2024-08-20,S2B_33UUP_20240820_0_L2A,86,78.610474,0.9069767441860465,0.9069767441860465,
ftw-austria-011,fields-of-the-world,austria,3.4956,2024-10-09,S2B_33UUP_20241009_0_L2A,86,0.034041,0.0,0.0,
ftw-austria-011,fields-of-the-world,austria,3.4956,2024-11-23,S2A_33UUP_20241123_0_L2A,86,59.160525,0.0,0.10465116279069768,
ftw-austria-012,fields-of-the-world,austria,5.5912,2023-01-03,S2A_33UUP_20230103_0_L2A,137,99.997813,1.0,1.0,
ftw-austria-012,fields-of-the-world,austria,5.5912,2023-02-14,S2B_33UUP_20230214_0_L2A,137,44.695643,1.0,1.0,
ftw-austria-012,fields-of-the-world,austria,5.5912,2023-03-31,S2A_33UUP_20230331_0_L2A,137,99.397987,1.0,1.0,
ftw-austria-012,fields-of-the-world,austria,5.5912,2023-05-15,S2B_33UUP_20230515_0_L2A,137,99.544746,1.0,1.0,
ftw-austria-012,fields-of-the-world,austria,5.5912,2023-06-29,S2A_33UUP_20230629_0_L2A,137,1.448163,0.0,0.0,
ftw-austria-012,fields-of-the-world,austria,5.5912,2023-08-16,S2B_33UUP_20230816_0_L2A,137,60.778624,0.0,0.0,
ftw-austria-012,fields-of-the-world,austria,5.5912,2023-09-30,S2A_33UUP_20230930_0_L2A,137,64.132899,1.0,1.0,
ftw-austria-012,fields-of-the-world,austria,5.5912,2023-11-16,S2A_33UUP_20231116_0_L2A,137,40.08624,0.0,0.0,
ftw-austria-012,fields-of-the-world,austria,5.5912,2024-01-03,S2B_33UUP_20240103_0_L2A,137,55.713665,1.0,1.0,
ftw-austria-012,fields-of-the-world,austria,5.5912,2024-02-17,S2A_33UUP_20240217_0_L2A,137,97.212166,1.0,1.0,
ftw-austria-012,fields-of-the-world,austria,5.5912,2024-04-02,S2B_33UUP_20240402_0_L2A,137,80.784494,1.0,1.0,
