parcel_id,source,country,area_ha,date,scene_id,pixels,tile_cloud,blind,blind_wide,error
ftw-austria-001,fields-of-the-world,austria,0.3212,2024-09-06,S2B_33UUP_20240906_0_L2A,8,94.240445,1.0,1.0,
ftw-austria-001,fields-of-the-world,austria,0.3212,2024-11-08,S2B_33UUP_20241108_0_L2A,8,98.9021,1.0,1.0,
ftw-austria-002,fields-of-the-world,austria,0.6603,2023-01-03,S2A_33UUP_20230103_0_L2A,19,99.997813,1.0,1.0,
ftw-austria-002,fields-of-the-world,austria,0.6603,2023-03-01,S2A_33UUP_20230301_0_L2A,19,3.858936,0.0,0.0,
ftw-austria-002,fields-of-the-world,austria,0.6603,2023-04-30,S2A_33UUP_20230430_0_L2A,19,64.755267,1.0,1.0,
ftw-austria-002,fields-of-the-world,austria,0.6603,2023-06-29,S2A_33UUP_20230629_0_L2A,19,1.448163,0.0,0.0,
ftw-austria-002,fields-of-the-world,austria,0.6603,2023-08-31,S2A_33UUP_20230831_0_L2A,19,95.132476,1.0,1.0,
ftw-austria-002,fields-of-the-world,austria,0.6603,2023-10-30,S2A_33UUP_20231030_0_L2A,19,99.994946,1.0,1.0,
ftw-austria-002,fields-of-the-world,austria,0.6603,2024-01-03,S2B_33UUP_20240103_0_L2A,19,55.713665,1.0,1.0,
ftw-austria-002,fields-of-the-world,austria,0.6603,2024-03-03,S2B_33UUP_20240303_0_L2A,19,70.519996,1.0,1.0,
ftw-austria-002,fields-of-the-world,austria,0.6603,2024-05-02,S2B_33UUP_20240502_0_L2A,19,65.242606,0.9473684210526315,0.9473684210526315,
ftw-austria-002,fields-of-the-world,austria,0.6603,2024-07-03,S2A_33UUP_20240703_0_L2A,19,86.675429,1.0,1.0,
ftw-austria-002,fields-of-the-world,austria,0.6603,2024-09-06,S2B_33UUP_20240906_0_L2A,19,94.240445,1.0,1.0,
ftw-austria-002,fields-of-the-world,austria,0.6603,2024-11-08,S2B_33UUP_20241108_0_L2A,19,98.9021,1.0,1.0,
ftw-austria-003,fields-of-the-world,austria,0.7756,2023-01-03,S2A_33UUP_20230103_0_L2A,18,99.997813,1.0,1.0,
ftw-austria-003,fields-of-the-world,austria,0.7756,2023-03-01,S2A_33UUP_20230301_0_L2A,18,3.858936,0.0,0.0,
ftw-austria-003,fields-of-the-world,austria,0.7756,2023-04-30,S2A_33UUP_20230430_0_L2A,18,64.755267,1.0,1.0,
ftw-austria-003,fields-of-the-world,austria,0.7756,2023-06-29,S2A_33UUP_20230629_0_L2A,18,1.448163,0.0,0.0,
ftw-austria-003,fields-of-the-world,austria,0.7756,2023-08-31,S2A_33UUP_20230831_0_L2A,18,95.132476,1.0,1.0,
ftw-austria-003,fields-of-the-world,austria,0.7756,2023-10-30,S2A_33UUP_20231030_0_L2A,18,99.994946,1.0,1.0,
ftw-austria-003,fields-of-the-world,austria,0.7756,2024-01-03,S2B_33UUP_20240103_0_L2A,18,55.713665,0.8333333333333334,0.8333333333333334,
ftw-austria-003,fields-of-the-world,austria,0.7756,2024-03-03,S2B_33UUP_20240303_0_L2A,18,70.519996,1.0,1.0,
ftw-austria-003,fields-of-the-world,austria,0.7756,2024-05-02,S2B_33UUP_20240502_0_L2A,18,65.242606,0.5555555555555556,0.5555555555555556,
ftw-austria-003,fields-of-the-world,austria,0.7756,2024-07-03,S2A_33UUP_20240703_0_L2A,18,86.675429,1.0,1.0,
ftw-austria-003,fields-of-the-world,austria,0.7756,2024-09-06,S2B_33UUP_20240906_0_L2A,18,94.240445,1.0,1.0,
ftw-austria-003,fields-of-the-world,austria,0.7756,2024-11-08,S2B_33UUP_20241108_0_L2A,18,98.9021,1.0,1.0,
ftw-austria-004,fields-of-the-world,austria,1.0398,2023-01-03,S2A_33UUP_20230103_0_L2A,24,99.997813,1.0,1.0,
ftw-austria-004,fields-of-the-world,austria,1.0398,2023-03-01,S2A_33UUP_20230301_0_L2A,24,3.858936,0.0,0.0,
ftw-austria-004,fields-of-the-world,austria,1.0398,2023-04-30,S2A_33UUP_20230430_0_L2A,24,64.755267,1.0,1.0,
ftw-austria-004,fields-of-the-world,austria,1.0398,2023-06-29,S2A_33UUP_20230629_0_L2A,24,1.448163,0.0,0.0,
ftw-austria-004,fields-of-the-world,austria,1.0398,2023-08-31,S2A_33UUP_20230831_0_L2A,24,95.132476,1.0,1.0,
ftw-austria-004,fields-of-the-world,austria,1.0398,2023-10-30,S2A_33UUP_20231030_0_L2A,24,99.994946,1.0,1.0,
ftw-austria-004,fields-of-the-world,austria,1.0398,2024-01-03,S2B_33UUP_20240103_0_L2A,24,55.713665,1.0,1.0,
ftw-austria-004,fields-of-the-world,austria,1.0398,2024-03-03,S2B_33UUP_20240303_0_L2A,24,70.519996,1.0,1.0,
ftw-austria-004,fields-of-the-world,austria,1.0398,2024-05-02,S2B_33UUP_20240502_0_L2A,24,65.242606,0.0,0.0,
ftw-austria-004,fields-of-the-world,austria,1.0398,2024-07-03,S2A_33UUP_20240703_0_L2A,24,86.675429,1.0,1.0,
ftw-austria-004,fields-of-the-world,austria,1.0398,2024-09-06,S2B_33UUP_20240906_0_L2A,24,94.240445,1.0,1.0,
ftw-austria-004,fields-of-the-world,austria,1.0398,2024-11-08,S2B_33UUP_20241108_0_L2A,24,98.9021,1.0,1.0,
ftw-austria-005,fields-of-the-world,austria,1.2487,2023-01-03,S2A_33UUP_20230103_0_L2A,21,99.997813,1.0,1.0,
ftw-austria-005,fields-of-the-world,austria,1.2487,2023-03-01,S2A_33UUP_20230301_0_L2A,21,3.858936,0.0,0.0,
ftw-austria-005,fields-of-the-world,austria,1.2487,2023-04-30,S2A_33UUP_20230430_0_L2A,21,64.755267,1.0,1.0,
ftw-austria-005,fields-of-the-world,austria,1.2487,2023-06-29,S2A_33UUP_20230629_0_L2A,21,1.448163,0.0,0.0,
ftw-austria-005,fields-of-the-world,austria,1.2487,2023-08-31,S2A_33UUP_20230831_0_L2A,21,95.132476,1.0,1.0,
ftw-austria-005,fields-of-the-world,austria,1.2487,2023-10-30,S2A_33UUP_20231030_0_L2A,21,99.994946,1.0,1.0,
ftw-austria-005,fields-of-the-world,austria,1.2487,2024-01-03,S2B_33UUP_20240103_0_L2A,21,55.713665,1.0,1.0,
ftw-austria-005,fields-of-the-world,austria,1.2487,2024-03-03,S2B_33UUP_20240303_0_L2A,21,70.519996,1.0,1.0,
ftw-austria-005,fields-of-the-world,austria,1.2487,2024-05-02,S2B_33UUP_20240502_0_L2A,21,65.242606,0.0,0.0,
ftw-austria-005,fields-of-the-world,austria,1.2487,2024-07-03,S2A_33UUP_20240703_0_L2A,21,86.675429,1.0,1.0,
ftw-austria-005,fields-of-the-world,austria,1.2487,2024-09-06,S2B_33UUP_20240906_0_L2A,21,94.240445,1.0,1.0,
ftw-austria-005,fields-of-the-world,austria,1.2487,2024-11-08,S2B_33UUP_20241108_0_L2A,21,98.9021,1.0,1.0,
ftw-austria-006,fields-of-the-world,austria,1.5273,2023-01-03,S2A_33UUP_20230103_0_L2A,39,99.997813,1.0,1.0,
ftw-austria-006,fields-of-the-world,austria,1.5273,2023-03-01,S2A_33UUP_20230301_0_L2A,39,3.858936,0.0,0.0,
ftw-austria-006,fields-of-the-world,austria,1.5273,2023-04-30,S2A_33UUP_20230430_0_L2A,39,64.755267,1.0,1.0,
ftw-austria-006,fields-of-the-world,austria,1.5273,2023-06-29,S2A_33UUP_20230629_0_L2A,39,1.448163,0.0,0.0,
ftw-austria-006,fields-of-the-world,austria,1.5273,2023-08-31,S2A_33UUP_20230831_0_L2A,39,95.132476,1.0,1.0,
ftw-austria-006,fields-of-the-world,austria,1.5273,2023-10-30,S2A_33UUP_20231030_0_L2A,39,99.994946,1.0,1.0,
ftw-austria-006,fields-of-the-world,austria,1.5273,2024-01-03,S2B_33UUP_20240103_0_L2A,39,55.713665,1.0,1.0,
ftw-austria-006,fields-of-the-world,austria,1.5273,2024-03-03,S2B_33UUP_20240303_0_L2A,39,70.519996,1.0,1.0,
ftw-austria-006,fields-of-the-world,austria,1.5273,2024-05-02,S2B_33UUP_20240502_0_L2A,39,65.242606,0.0,0.0,
ftw-austria-006,fields-of-the-world,austria,1.5273,2024-07-03,S2A_33UUP_20240703_0_L2A,39,86.675429,1.0,1.0,
ftw-austria-006,fields-of-the-world,austria,1.5273,2024-09-06,S2B_33UUP_20240906_0_L2A,39,94.240445,1.0,1.0,
ftw-austria-006,fields-of-the-world,austria,1.5273,2024-11-08,S2B_33UUP_20241108_0_L2A,39,98.9021,1.0,1.0,
ftw-austria-007,fields-of-the-world,austria,1.6691,2023-01-03,S2A_33UUP_20230103_0_L2A,40,99.997813,1.0,1.0,
ftw-austria-007,fields-of-the-world,austria,1.6691,2023-03-01,S2A_33UUP_20230301_0_L2A,40,3.858936,0.0,0.0,
ftw-austria-007,fields-of-the-world,austria,1.6691,2023-04-30,S2A_33UUP_20230430_0_L2A,40,64.755267,1.0,1.0,
ftw-austria-007,fields-of-the-world,austria,1.6691,2023-06-29,S2A_33UUP_20230629_0_L2A,40,1.448163,0.0,0.0,
ftw-austria-007,fields-of-the-world,austria,1.6691,2023-08-31,S2A_33UUP_20230831_0_L2A,40,95.132476,1.0,1.0,
ftw-austria-007,fields-of-the-world,austria,1.6691,2023-10-30,S2A_33UUP_20231030_0_L2A,40,99.994946,1.0,1.0,
ftw-austria-007,fields-of-the-world,austria,1.6691,2024-01-03,S2B_33UUP_20240103_0_L2A,40,55.713665,0.975,0.975,
ftw-austria-007,fields-of-the-world,austria,1.6691,2024-03-03,S2B_33UUP_20240303_0_L2A,40,70.519996,1.0,1.0,
ftw-austria-007,fields-of-the-world,austria,1.6691,2024-05-02,S2B_33UUP_20240502_0_L2A,40,65.242606,0.0,0.0,
ftw-austria-007,fields-of-the-world,austria,1.6691,2024-07-03,S2A_33UUP_20240703_0_L2A,40,86.675429,1.0,1.0,
ftw-austria-007,fields-of-the-world,austria,1.6691,2024-09-06,S2B_33UUP_20240906_0_L2A,40,94.240445,1.0,1.0,
ftw-austria-007,fields-of-the-world,austria,1.6691,2024-11-08,S2B_33UUP_20241108_0_L2A,40,98.9021,1.0,1.0,
ftw-austria-008,fields-of-the-world,austria,1.9789,2023-01-03,S2A_33UUP_20230103_0_L2A,53,99.997813,1.0,1.0,
ftw-austria-008,fields-of-the-world,austria,1.9789,2023-03-01,S2A_33UUP_20230301_0_L2A,53,3.858936,0.0,0.0,
ftw-austria-008,fields-of-the-world,austria,1.9789,2023-04-30,S2A_33UUP_20230430_0_L2A,53,64.755267,1.0,1.0,
ftw-austria-008,fields-of-the-world,austria,1.9789,2023-06-29,S2A_33UUP_20230629_0_L2A,53,1.448163,0.0,0.0,
ftw-austria-008,fields-of-the-world,austria,1.9789,2023-08-31,S2A_33UUP_20230831_0_L2A,53,95.132476,1.0,1.0,
ftw-austria-008,fields-of-the-world,austria,1.9789,2023-10-30,S2A_33UUP_20231030_0_L2A,53,99.994946,1.0,1.0,
ftw-austria-008,fields-of-the-world,austria,1.9789,2024-01-03,S2B_33UUP_20240103_0_L2A,53,55.713665,1.0,1.0,
ftw-austria-008,fields-of-the-world,austria,1.9789,2024-03-03,S2B_33UUP_20240303_0_L2A,53,70.519996,1.0,1.0,
ftw-austria-008,fields-of-the-world,austria,1.9789,2024-05-02,S2B_33UUP_20240502_0_L2A,53,65.242606,0.5660377358490566,0.5660377358490566,
ftw-austria-008,fields-of-the-world,austria,1.9789,2024-07-03,S2A_33UUP_20240703_0_L2A,53,86.675429,1.0,1.0,
ftw-austria-008,fields-of-the-world,austria,1.9789,2024-09-06,S2B_33UUP_20240906_0_L2A,53,94.240445,1.0,1.0,
ftw-austria-008,fields-of-the-world,austria,1.9789,2024-11-08,S2B_33UUP_20241108_0_L2A,53,98.9021,1.0,1.0,
ftw-austria-009,fields-of-the-world,austria,2.9275,2023-01-03,S2A_33UUP_20230103_0_L2A,66,99.997813,1.0,1.0,
ftw-austria-009,fields-of-the-world,austria,2.9275,2023-03-01,S2A_33UUP_20230301_0_L2A,66,3.858936,0.0,0.0,
ftw-austria-009,fields-of-the-world,austria,2.9275,2023-04-30,S2A_33UUP_20230430_0_L2A,66,64.755267,1.0,1.0,
ftw-austria-009,fields-of-the-world,austria,2.9275,2023-06-29,S2A_33UUP_20230629_0_L2A,66,1.448163,0.0,0.0,
ftw-austria-009,fields-of-the-world,austria,2.9275,2023-08-31,S2A_33UUP_20230831_0_L2A,66,95.132476,1.0,1.0,
ftw-austria-009,fields-of-the-world,austria,2.9275,2023-10-30,S2A_33UUP_20231030_0_L2A,66,99.994946,1.0,1.0,
ftw-austria-009,fields-of-the-world,austria,2.9275,2024-01-03,S2B_33UUP_20240103_0_L2A,66,55.713665,1.0,1.0,
ftw-austria-009,fields-of-the-world,austria,2.9275,2024-03-03,S2B_33UUP_20240303_0_L2A,66,70.519996,1.0,1.0,
ftw-austria-009,fields-of-the-world,austria,2.9275,2024-05-02,S2B_33UUP_20240502_0_L2A,66,65.242606,0.0,0.0,
ftw-austria-009,fields-of-the-world,austria,2.9275,2024-07-03,S2A_33UUP_20240703_0_L2A,66,86.675429,1.0,1.0,
ftw-austria-009,fields-of-the-world,austria,2.9275,2024-09-06,S2B_33UUP_20240906_0_L2A,66,94.240445,1.0,1.0,
ftw-austria-009,fields-of-the-world,austria,2.9275,2024-11-08,S2B_33UUP_20241108_0_L2A,66,98.9021,1.0,1.0,
ftw-austria-010,fields-of-the-world,austria,3.0349,2023-01-03,S2A_33UUP_20230103_0_L2A,77,99.997813,1.0,1.0,
ftw-austria-010,fields-of-the-world,austria,3.0349,2023-03-01,S2A_33UUP_20230301_0_L2A,77,3.858936,0.0,0.0,
ftw-austria-010,fields-of-the-world,austria,3.0349,2023-04-30,S2A_33UUP_20230430_0_L2A,77,64.755267,1.0,1.0,
ftw-austria-010,fields-of-the-world,austria,3.0349,2023-06-29,S2A_33UUP_20230629_0_L2A,77,1.448163,0.0,0.0,
ftw-austria-010,fields-of-the-world,austria,3.0349,2023-08-31,S2A_33UUP_20230831_0_L2A,77,95.132476,1.0,1.0,
ftw-austria-010,fields-of-the-world,austria,3.0349,2023-10-30,S2A_33UUP_20231030_0_L2A,77,99.994946,1.0,1.0,
ftw-austria-010,fields-of-the-world,austria,3.0349,2024-01-03,S2B_33UUP_20240103_0_L2A,77,55.713665,1.0,1.0,
ftw-austria-010,fields-of-the-world,austria,3.0349,2024-03-03,S2B_33UUP_20240303_0_L2A,77,70.519996,1.0,1.0,
ftw-austria-010,fields-of-the-world,austria,3.0349,2024-05-02,S2B_33UUP_20240502_0_L2A,77,65.242606,0.0,0.0,
ftw-austria-010,fields-of-the-world,austria,3.0349,2024-07-03,S2A_33UUP_20240703_0_L2A,77,86.675429,1.0,1.0,
ftw-austria-010,fields-of-the-world,austria,3.0349,2024-09-06,S2B_33UUP_20240906_0_L2A,77,94.240445,1.0,1.0,
ftw-austria-010,fields-of-the-world,austria,3.0349,2024-11-08,S2B_33UUP_20241108_0_L2A,77,98.9021,1.0,1.0,
ftw-austria-011,fields-of-the-world,austria,3.5254,2023-01-03,S2A_33UUP_20230103_0_L2A,84,99.997813,1.0,1.0,
ftw-austria-011,fields-of-the-world,austria,3.5254,2023-03-01,S2A_33UUP_20230301_0_L2A,84,3.858936,0.0,0.0,
ftw-austria-011,fields-of-the-world,austria,3.5254,2023-04-30,S2A_33UUP_20230430_0_L2A,84,64.755267,1.0,1.0,
ftw-austria-011,fields-of-the-world,austria,3.5254,2023-06-29,S2A_33UUP_20230629_0_L2A,84,1.448163,0.0,0.0,
ftw-austria-011,fields-of-the-world,austria,3.5254,2023-08-31,S2A_33UUP_20230831_0_L2A,84,95.132476,1.0,1.0,
ftw-austria-011,fields-of-the-world,austria,3.5254,2023-10-30,S2A_33UUP_20231030_0_L2A,84,99.994946,1.0,1.0,
ftw-austria-011,fields-of-the-world,austria,3.5254,2024-01-03,S2B_33UUP_20240103_0_L2A,84,55.713665,1.0,1.0,
ftw-austria-011,fields-of-the-world,austria,3.5254,2024-03-03,S2B_33UUP_20240303_0_L2A,84,70.519996,1.0,1.0,
ftw-austria-011,fields-of-the-world,austria,3.5254,2024-05-02,S2B_33UUP_20240502_0_L2A,84,65.242606,0.011904761904761904,0.011904761904761904,
ftw-austria-011,fields-of-the-world,austria,3.5254,2024-07-03,S2A_33UUP_20240703_0_L2A,84,86.675429,1.0,1.0,
ftw-austria-011,fields-of-the-world,austria,3.5254,2024-09-06,S2B_33UUP_20240906_0_L2A,84,94.240445,1.0,1.0,
ftw-austria-011,fields-of-the-world,austria,3.5254,2024-11-08,S2B_33UUP_20241108_0_L2A,84,98.9021,1.0,1.0,
