parcel_id,source,country,area_ha,lon,lat,items,acquisitions,duplicates,duplicate_pct,no_uri,baseline_pairs,cloud_gap_max,cloud_gap_mean,cloud_gap_ratio_max,sensing_gap_ms_min,error
ftw-cambodia-008,fields-of-the-world,cambodia,1.25,105.76329536654235,12.197483450694918,146,145,1,0.684931506849315,0,1,14.839095,14.839095,1.4453412602509765,1.0,
ftw-cambodia-009,fields-of-the-world,cambodia,2.0197,105.76947546899994,12.204822766499994,146,145,1,0.684931506849315,0,1,14.839095,14.839095,1.4453412602509765,1.0,
ftw-cambodia-010,fields-of-the-world,cambodia,2.0685,105.28828288646271,11.732206856421683,294,290,4,1.3605442176870748,0,4,18.255985,14.2666445,1.8297283796290427,1.0,
ftw-cambodia-011,fields-of-the-world,cambodia,2.0727,105.76287275045824,12.199933577177173,146,145,1,0.684931506849315,0,1,14.839095,14.839095,1.4453412602509765,1.0,
ftw-cambodia-012,fields-of-the-world,cambodia,2.2475,102.92050212105633,13.199105567535216,147,146,1,0.6802721088435374,0,1,0.00019000000000346517,0.00019000000000346517,1.0000045095493624,0.0,
ftw-cambodia-013,fields-of-the-world,cambodia,2.3,105.29559245103825,11.724020239820437,294,290,4,1.3605442176870748,0,4,18.255985,14.2666445,1.8297283796290427,1.0,
ftw-cambodia-014,fields-of-the-world,cambodia,2.3214,105.29592718755174,11.726930819898772,294,290,4,1.3605442176870748,0,4,18.255985,14.2666445,1.8297283796290427,1.0,
ftw-cambodia-015,fields-of-the-world,cambodia,2.4224,105.77137438506125,12.195317539653066,146,145,1,0.684931506849315,0,1,14.839095,14.839095,1.4453412602509765,1.0,
ftw-cambodia-016,fields-of-the-world,cambodia,2.4233,102.9270329271509,13.200827905867929,147,146,1,0.6802721088435374,0,1,0.00019000000000346517,0.00019000000000346517,1.0000045095493624,0.0,
ftw-cambodia-017,fields-of-the-world,cambodia,2.9087,102.91752119863239,13.199290645048368,147,146,1,0.6802721088435374,0,1,0.00019000000000346517,0.00019000000000346517,1.0000045095493624,0.0,
ftw-corsica-000,fields-of-the-world,corsica,4.2764,9.401733985711866,42.00614626683049,305,299,6,1.9672131147540983,0,5,15.154499000000001,3.8837827999999988,1.5440507152145644,1.0,
ftw-croatia-000,fields-of-the-world,croatia,0.2002,16.610486993100004,46.143332910675,149,147,2,1.342281879194631,0,2,0.095524,0.047762,1.698305481234557,0.0,
ftw-croatia-001,fields-of-the-world,croatia,0.2884,16.737050164617393,46.042001353173916,148,147,1,0.6756756756756757,0,1,0.095524,0.095524,1.698305481234557,0.0,
ftw-croatia-002,fields-of-the-world,croatia,0.3787,16.735725105437087,46.03677688543709,296,294,2,0.6756756756756757,0,2,0.30699599999999994,0.20125999999999997,1.698305481234557,0.0,
ftw-croatia-003,fields-of-the-world,croatia,0.5006,16.607661590519996,46.14153629085,149,147,2,1.342281879194631,0,2,0.095524,0.047762,1.698305481234557,0.0,
ftw-croatia-004,fields-of-the-world,croatia,0.6172,16.677168775235295,45.87290051068419,148,147,1,0.6756756756756757,0,1,0.30699599999999994,0.30699599999999994,1.3358032145646423,0.0,
ftw-croatia-005,fields-of-the-world,croatia,0.7589,16.658102599752475,46.10624994222772,148,147,1,0.6756756756756757,0,1,0.095524,0.095524,1.698305481234557,0.0,
ftw-croatia-006,fields-of-the-world,croatia,1.0087,16.609298147129024,46.14458164693548,149,147,2,1.342281879194631,0,2,0.095524,0.047762,1.698305481234557,0.0,
ftw-croatia-007,fields-of-the-world,croatia,1.1969,16.68195302505772,45.87400101417744,148,147,1,0.6756756756756757,0,1,0.30699599999999994,0.30699599999999994,1.3358032145646423,0.0,
ftw-croatia-008,fields-of-the-world,croatia,1.5004,16.656270564155253,46.10582931712688,148,147,1,0.6756756756756757,0,1,0.095524,0.095524,1.698305481234557,0.0,
ftw-croatia-009,fields-of-the-world,croatia,2.0235,16.657922575849014,46.1161817403416,149,147,2,1.342281879194631,0,2,0.095524,0.047762,1.698305481234557,0.0,
ftw-croatia-010,fields-of-the-world,croatia,2.0616,16.682489342877656,45.87124575851998,148,147,1,0.6756756756756757,0,1,0.30699599999999994,0.30699599999999994,1.3358032145646423,0.0,
ftw-croatia-011,fields-of-the-world,croatia,2.2679,16.741091685902635,46.01897516809509,296,294,2,0.6756756756756757,0,2,0.30699599999999994,0.20125999999999997,1.698305481234557,0.0,
ftw-croatia-012,fields-of-the-world,croatia,2.4306,16.61186898019463,46.13972698350461,149,147,2,1.342281879194631,0,2,0.095524,0.047762,1.698305481234557,0.0,
ftw-croatia-013,fields-of-the-world,croatia,2.5312,16.67955452574363,45.8771643626446,148,147,1,0.6756756756756757,0,1,0.30699599999999994,0.30699599999999994,1.3358032145646423,0.0,
ftw-croatia-014,fields-of-the-world,croatia,5.0056,16.74017355988419,46.01093626904207,296,294,2,0.6756756756756757,0,2,0.30699599999999994,0.20125999999999997,1.698305481234557,0.0,
ftw-croatia-015,fields-of-the-world,croatia,6.2995,16.598496196865284,45.97346043405698,296,294,2,0.6756756756756757,0,2,0.30699599999999994,0.20125999999999997,1.698305481234557,0.0,
ftw-croatia-016,fields-of-the-world,croatia,6.4576,16.59477871995958,45.97408791403115,296,294,2,0.6756756756756757,0,2,0.30699599999999994,0.20125999999999997,1.698305481234557,0.0,
ftw-croatia-017,fields-of-the-world,croatia,7.2985,16.597202501136227,45.97536877369968,296,294,2,0.6756756756756757,0,2,0.30699599999999994,0.20125999999999997,1.698305481234557,0.0,
ftw-denmark-000,fields-of-the-world,denmark,2.6285,10.244852914510021,57.30579664386415,308,302,6,1.948051948051948,0,6,30.62683400000001,9.990526000000001,1.6553925638059481,0.0,
ftw-denmark-001,fields-of-the-world,denmark,3.2028,10.238652731999998,57.231832283999964,307,302,5,1.6286644951140066,0,5,30.62683400000001,9.259305800000002,1.6553925638059481,0.0,
ftw-denmark-002,fields-of-the-world,denmark,3.8286,10.237046154370788,57.23086754062921,307,302,5,1.6286644951140066,0,5,30.62683400000001,9.259305800000002,1.6553925638059481,0.0,
ftw-denmark-003,fields-of-the-world,denmark,8.0797,10.23479477890435,57.301700852047865,308,302,6,1.948051948051948,0,6,30.62683400000001,9.990526000000001,1.6553925638059481,0.0,
ftw-estonia-000,fields-of-the-world,estonia,0.4838,25.18457054906896,58.90618603849697,283,281,2,0.7067137809187279,0,2,6.885678000000002,4.101732499999999,1.3331253984048712,0.0,
ftw-estonia-001,fields-of-the-world,estonia,1.2966,25.17927142102864,58.83123244127239,283,281,2,0.7067137809187279,0,2,6.885678000000002,4.101732499999999,1.3331253984048712,0.0,
ftw-estonia-002,fields-of-the-world,estonia,3.7366,24.73932164895809,58.92752552513176,283,281,2,0.7067137809187279,0,2,6.885678000000002,4.101732499999999,1.3331253984048712,0.0,
ftw-estonia-003,fields-of-the-world,estonia,4.0739,24.740797874470008,58.92877818333221,283,281,2,0.7067137809187279,0,2,6.885678000000002,4.101732499999999,1.3331253984048712,0.0,
ftw-estonia-004,fields-of-the-world,estonia,5.4138,24.741088959221162,58.92155608677955,283,281,2,0.7067137809187279,0,2,6.885678000000002,4.101732499999999,1.3331253984048712,0.0,
ftw-estonia-005,fields-of-the-world,estonia,6.4416,25.38803679058467,58.80962699491056,566,562,4,0.7067137809187279,0,4,6.885678000000002,3.3512214999999985,1.3331253984048712,0.0,
ftw-estonia-006,fields-of-the-world,estonia,7.5552,24.79185686189272,58.8766132319169,284,283,1,0.352112676056338,0,1,1.3177869999999956,1.3177869999999956,1.0134660782790097,0.0,
ftw-estonia-007,fields-of-the-world,estonia,7.7771,25.1799832965329,58.90759557052138,283,281,2,0.7067137809187279,0,2,6.885678000000002,4.101732499999999,1.3331253984048712,0.0,
ftw-estonia-008,fields-of-the-world,estonia,10.1712,25.01622821852456,58.789281556490934,286,285,1,0.34965034965034963,0,1,1.3177869999999956,1.3177869999999956,1.0134660782790097,0.0,
ftw-estonia-009,fields-of-the-world,estonia,10.7747,25.391143893740576,58.81578103025616,566,562,4,0.7067137809187279,0,4,6.885678000000002,3.3512214999999985,1.3331253984048712,0.0,
ftw-estonia-010,fields-of-the-world,estonia,12.5605,25.18324717673705,58.908541061445284,283,281,2,0.7067137809187279,0,2,6.885678000000002,4.101732499999999,1.3331253984048712,0.0,
ftw-estonia-011,fields-of-the-world,estonia,13.2323,25.56762167047423,58.767506249320476,283,281,2,0.7067137809187279,0,2,3.2048049999999932,2.600710499999998,1.0564068816183125,0.0,
ftw-estonia-012,fields-of-the-world,estonia,20.922,25.567351753673588,58.851024185329436,283,281,2,0.7067137809187279,0,2,3.2048049999999932,2.600710499999998,1.0564068816183125,0.0,
ftw-finland-000,fields-of-the-world,finland,0.2402,23.24416101921582,61.21255317790818,266,264,2,0.7518796992481203,0,2,7.880186999999999,3.9517909999999965,1.3053097293702693,0.0,
ftw-finland-001,fields-of-the-world,finland,0.2783,23.24095818143478,61.21162885579796,266,264,2,0.7518796992481203,0,2,7.880186999999999,3.9517909999999965,1.3053097293702693,0.0,
ftw-finland-002,fields-of-the-world,finland,0.417,22.88163567690001,61.24966600252501,1579,1567,12,0.759974667511083,0,12,7.880186999999999,1.4634778333333323,2.3476986321140116,0.0,
ftw-finland-003,fields-of-the-world,finland,0.6205,23.24249503899441,61.211013645036395,266,264,2,0.7518796992481203,0,2,7.880186999999999,3.9517909999999965,1.3053097293702693,0.0,
ftw-finland-004,fields-of-the-world,finland,0.6933,23.23622050125937,61.20225970667674,266,264,2,0.7518796992481203,0,2,7.880186999999999,3.9517909999999965,1.3053097293702693,0.0,
ftw-finland-005,fields-of-the-world,finland,0.8745,23.238403923913033,61.21294831337339,266,264,2,0.7518796992481203,0,2,7.880186999999999,3.9517909999999965,1.3053097293702693,0.0,
ftw-finland-006,fields-of-the-world,finland,1.0027,23.236942497734486,61.20357875883774,266,264,2,0.7518796992481203,0,2,7.880186999999999,3.9517909999999965,1.3053097293702693,0.0,
ftw-finland-007,fields-of-the-world,finland,1.0944,23.242225209995247,61.20314857835879,266,264,2,0.7518796992481203,0,2,7.880186999999999,3.9517909999999965,1.3053097293702693,0.0,
ftw-finland-008,fields-of-the-world,finland,1.5572,23.24561192449612,61.21325119232298,266,264,2,0.7518796992481203,0,2,7.880186999999999,3.9517909999999965,1.3053097293702693,0.0,
ftw-finland-009,fields-of-the-world,finland,2.0079,22.855315900547854,61.21982459363858,395,392,3,0.759493670886076,0,3,7.252549999999999,2.4189296666666658,1.250625955823441,0.0,
ftw-finland-010,fields-of-the-world,finland,2.697,22.826876117032143,61.12236481674481,269,267,2,0.7434944237918215,0,2,7.252549999999999,3.6283765000000017,1.250625955823441,0.0,
ftw-finland-011,fields-of-the-world,finland,2.8712,22.8926010057606,61.281563128759416,1576,1564,12,0.7614213197969543,0,12,7.880186999999999,1.4634778333333323,2.3476986321140116,0.0,
ftw-finland-012,fields-of-the-world,finland,3.1012,23.266790869469798,61.30741483981211,798,792,6,0.7518796992481203,0,6,7.880186999999999,1.4529908333333328,1.9305998731285268,0.0,
ftw-finland-013,fields-of-the-world,finland,3.3849,22.827722083064515,61.12491993224857,270,268,2,0.7407407407407407,0,2,7.252549999999999,3.6283765000000017,1.250625955823441,0.0,
ftw-finland-014,fields-of-the-world,finland,3.7311,22.831148193546202,61.128463306432096,270,268,2,0.7407407407407407,0,2,7.252549999999999,3.6283765000000017,1.250625955823441,0.0,
ftw-finland-015,fields-of-the-world,finland,3.7894,22.849813164096965,61.219365420619674,396,393,3,0.7575757575757576,0,3,7.252549999999999,2.4189296666666658,1.250625955823441,0.0,
ftw-finland-016,fields-of-the-world,finland,4.3772,22.885535451262015,61.24986864860704,1579,1567,12,0.759974667511083,0,12,7.880186999999999,1.4634778333333323,2.3476986321140116,0.0,
ftw-finland-017,fields-of-the-world,finland,9.3785,22.827001573207347,61.12948212794412,276,274,2,0.7246376811594203,0,2,7.252549999999999,3.6283765000000017,1.250625955823441,0.0,
ftw-france-000,fields-of-the-world,france,0.2932,-0.10867102464705918,46.999004026764695,151,151,0,0.0,0,0,,,,,
ftw-france-001,fields-of-the-world,france,0.3724,0.11233847127814588,46.94415298420532,151,151,0,0.0,0,0,,,,,
ftw-france-002,fields-of-the-world,france,0.4215,-0.059998201421055955,46.970144747842106,151,151,0,0.0,0,0,,,,,
ftw-france-003,fields-of-the-world,france,0.5005,-0.05452304493103314,46.966194679344824,151,151,0,0.0,0,0,,,,,
ftw-france-004,fields-of-the-world,france,0.6677,-0.11590962778228575,46.997395939959375,151,151,0,0.0,0,0,,,,,
ftw-france-005,fields-of-the-world,france,0.8654,-0.05520892300000308,46.965194661,151,151,0,0.0,0,0,,,,,
ftw-france-006,fields-of-the-world,france,1.0133,0.39105899350855683,46.701610537488996,606,602,4,0.6600660066006601,0,4,52.09571999999999,21.427924750000003,2.206161374729445,6479.0,
ftw-france-007,fields-of-the-world,france,1.2492,-0.11294849838461436,46.999144802076934,151,151,0,0.0,0,0,,,,,
ftw-france-008,fields-of-the-world,france,1.5301,-0.07085156248314595,46.81707337218442,151,151,0,0.0,0,0,,,,,
ftw-france-009,fields-of-the-world,france,2.0472,0.11176886684819265,46.941667223053045,151,151,0,0.0,0,0,,,,,
ftw-france-010,fields-of-the-world,france,2.6103,0.20495359500000082,46.67250811299999,302,301,1,0.33112582781456956,0,1,15.930709,15.930709,1.5102878811669613,7154.0,
ftw-france-011,fields-of-the-world,france,3.4816,-0.11150642050318435,46.9968073288089,151,151,0,0.0,0,0,,,,,
ftw-france-012,fields-of-the-world,france,5.0437,0.20789321132432423,46.68177196483786,302,301,1,0.33112582781456956,0,1,15.930709,15.930709,1.5102878811669613,7154.0,
ftw-france-013,fields-of-the-world,france,5.5823,0.11288997162660148,46.93639136001103,151,151,0,0.0,0,0,,,,,
ftw-france-014,fields-of-the-world,france,8.6713,0.38810238667200136,46.70237481109201,606,602,4,0.6600660066006601,0,4,52.09571999999999,21.427924750000003,2.206161374729445,6479.0,
ftw-france-015,fields-of-the-world,france,24.6447,0.09772811686226174,46.7359451764421,151,151,0,0.0,0,0,,,,,
ftw-france-016,fields-of-the-world,france,27.0132,0.21910651233573103,46.78543837817183,303,301,2,0.6600660066006601,0,2,15.930709,14.529119500000004,1.5102878811669613,7142.0,
ftw-france-017,fields-of-the-world,france,53.1377,0.09464250545750061,46.7297281598861,151,151,0,0.0,0,0,,,,,
ftw-germany-000,fields-of-the-world,germany,0.2081,13.73755506281053,52.679294783905256,302,296,6,1.9867549668874172,0,5,8.274180000000001,3.005230000000001,61.39999999999999,0.0,
ftw-germany-001,fields-of-the-world,germany,0.2519,13.741579129539137,52.67796745515653,302,296,6,1.9867549668874172,0,5,8.274180000000001,3.005230000000001,61.39999999999999,0.0,
ftw-germany-002,fields-of-the-world,germany,0.2862,13.678567812,52.835295416647064,303,296,7,2.31023102310231,0,6,41.701687,8.155276166666667,61.39999999999999,0.0,
ftw-germany-003,fields-of-the-world,germany,0.6002,13.738027558729925,52.67742006534304,302,296,6,1.9867549668874172,0,5,8.274180000000001,3.005230000000001,61.39999999999999,0.0,
ftw-germany-004,fields-of-the-world,germany,0.6155,13.742346201213525,52.67779519493594,302,296,6,1.9867549668874172,0,5,8.274180000000001,3.005230000000001,61.39999999999999,0.0,
ftw-germany-005,fields-of-the-world,germany,0.6243,13.737927561252626,52.67704405121054,302,296,6,1.9867549668874172,0,5,8.274180000000001,3.005230000000001,61.39999999999999,0.0,
ftw-germany-006,fields-of-the-world,germany,1.1405,13.680051952106462,52.834375437055016,303,296,7,2.31023102310231,0,6,41.701687,8.155276166666667,61.39999999999999,0.0,
ftw-germany-007,fields-of-the-world,germany,1.2641,13.682178257603772,52.83314137816979,303,296,7,2.31023102310231,0,6,41.701687,8.155276166666667,61.39999999999999,0.0,
ftw-germany-008,fields-of-the-world,germany,1.599,13.740857294547943,52.67692824366575,302,296,6,1.9867549668874172,0,5,8.274180000000001,3.005230000000001,61.39999999999999,0.0,
ftw-germany-009,fields-of-the-world,germany,2.1902,13.734204608124,52.68045209427,302,296,6,1.9867549668874172,0,5,8.274180000000001,3.005230000000001,61.39999999999999,0.0,
ftw-germany-010,fields-of-the-world,germany,2.32,13.683545615927112,52.83446760224399,303,296,7,2.31023102310231,0,6,41.701687,8.155276166666667,61.39999999999999,0.0,
ftw-germany-011,fields-of-the-world,germany,3.1164,13.695344783801142,52.76503846760482,303,296,7,2.31023102310231,0,6,41.701687,8.155276166666667,61.39999999999999,0.0,
ftw-germany-012,fields-of-the-world,germany,4.4753,13.735724791334805,52.67322193613652,302,296,6,1.9867549668874172,0,5,8.274180000000001,3.005230000000001,61.39999999999999,0.0,
ftw-germany-013,fields-of-the-world,germany,5.1544,13.736969156237572,52.672948230580104,302,296,6,1.9867549668874172,0,5,8.274180000000001,3.005230000000001,61.39999999999999,0.0,
ftw-germany-014,fields-of-the-world,germany,5.7528,13.699184847626217,52.76451780259913,303,296,7,2.31023102310231,0,6,41.701687,8.155276166666667,61.39999999999999,0.0,
ftw-germany-015,fields-of-the-world,germany,8.3049,13.946656584368224,52.72885940700259,303,296,7,2.31023102310231,0,6,41.701687,8.155276166666667,61.39999999999999,0.0,
ftw-germany-016,fields-of-the-world,germany,11.6179,14.209317594362858,52.50288247463206,306,300,6,1.9607843137254901,0,5,8.274180000000001,3.005230000000001,61.39999999999999,0.0,
ftw-germany-017,fields-of-the-world,germany,16.4969,14.206671755736066,52.50502314802344,305,299,6,1.9672131147540983,0,5,8.274180000000001,3.005230000000001,61.39999999999999,0.0,
ftw-india-000,fields-of-the-world,india,0.2054,79.61298228286762,10.574932014705881,146,145,1,0.684931506849315,0,1,30.022323,30.022323,1.5783777178518825,6807.0,
ftw-india-001,fields-of-the-world,india,0.2647,74.69592453852938,16.143030187598036,151,148,3,1.9867549668874172,0,3,0.015895000000000437,0.005364666666666813,3.139784946236559,0.0,
ftw-india-002,fields-of-the-world,india,0.3556,76.05392417728017,14.08470218704366,150,149,1,0.6666666666666666,0,1,0.29530499999999904,0.29530499999999904,1.0030098198065762,6680.0,
ftw-india-003,fields-of-the-world,india,0.5865,76.05265112886617,14.08279917897794,150,149,1,0.6666666666666666,0,1,0.29530499999999904,0.29530499999999904,1.0030098198065762,6680.0,
ftw-india-004,fields-of-the-world,india,0.6059,77.72085396815598,20.66710677562404,151,149,2,1.3245033112582782,0,2,7.275380999999999,6.872444999999999,1.9295963406471917,7038.0,
ftw-india-005,fields-of-the-world,india,0.6285,77.72164307515921,20.6672355093149,151,149,2,1.3245033112582782,0,2,7.275380999999999,6.872444999999999,1.9295963406471917,7038.0,
ftw-india-006,fields-of-the-world,india,0.843,76.11977715447367,14.973643437074301,149,149,0,0.0,0,0,,,,,
ftw-india-007,fields-of-the-world,india,1.0961,76.05414142925066,14.08253324443734,150,149,1,0.6666666666666666,0,1,0.29530499999999904,0.29530499999999904,1.0030098198065762,6680.0,
ftw-india-008,fields-of-the-world,india,1.1507,77.00739555370589,20.79869988758823,302,298,4,1.3245033112582782,0,4,7.712483000000001,2.8253832500000002,35.287898089171975,6559.0,
ftw-india-009,fields-of-the-world,india,1.2217,77.00756796544466,20.80005972999082,302,298,4,1.3245033112582782,0,4,7.712483000000001,2.8253832500000002,35.287898089171975,6559.0,
ftw-india-010,fields-of-the-world,india,1.2941,76.05232173966188,14.083262004843354,150,149,1,0.6666666666666666,0,1,0.29530499999999904,0.29530499999999904,1.0030098198065762,6680.0,
ftw-india-011,fields-of-the-world,india,1.3022,78.08763150781942,21.118939287481837,150,149,1,0.6666666666666666,0,1,15.437471999999996,15.437471999999996,1.5220350595154861,6633.0,
ftw-india-012,fields-of-the-world,india,1.3532,76.11890437067018,14.973518048399225,149,149,0,0.0,0,0,,,,,
ftw-india-013,fields-of-the-world,india,1.5056,77.00500960641175,20.798923608461102,302,298,4,1.3245033112582782,0,4,7.712483000000001,2.8253832500000002,35.287898089171975,6559.0,
ftw-india-014,fields-of-the-world,india,1.5947,76.05437723656594,14.08413119094726,150,149,1,0.6666666666666666,0,1,0.29530499999999904,0.29530499999999904,1.0030098198065762,6680.0,
